# US Standard Atmosphere table (1976) 
# National Aeronautics and Space Administration, 
# U.S. Government Printing Office, Washington, D.C.
# H is the effective atmospheric scale height at the given altitude;
# e.g., between z_{i} and z_{i+1}, rho_a = rho_i * exp((z_i-z)/H_i)
# Altitude (m)          Atmospheric Density (kg/m3) H - scale height (m)
0.000000000000000000e+00 1.225000000000000089e+00 1.037635512909422323e+04
1.000000000000000000e+01 1.223819999999999908e+00 1.045499920293446485e+04
2.000000000000000000e+01 1.222650000000000015e+00 1.044499920216902501e+04
3.000000000000000000e+01 1.221479999999999899e+00 1.034652461830545326e+04
4.000000000000000000e+01 1.220299999999999940e+00 1.042491373054875839e+04
5.000000000000000000e+01 1.219130000000000047e+00 1.041491372977921492e+04
6.000000000000000000e+01 1.217959999999999932e+00 1.040491372901143768e+04
7.000000000000000000e+01 1.216790000000000038e+00 1.039491372823988786e+04
8.000000000000000000e+01 1.215619999999999923e+00 1.038491372746965317e+04
9.000000000000000000e+01 1.214450000000000029e+00 1.037491372669344855e+04
1.000000000000000000e+02 1.213279999999999914e+00 1.045430954770920835e+04
1.100000000000000000e+02 1.212120000000000086e+00 1.035499919523517019e+04
1.200000000000000000e+02 1.210949999999999971e+00 1.034499919445920204e+04
1.300000000000000000e+02 1.209780000000000078e+00 1.042413713160719999e+04
1.400000000000000000e+02 1.208620000000000028e+00 1.041413713083920084e+04
1.500000000000000000e+02 1.207459999999999978e+00 1.031517013230021621e+04
1.600000000000000000e+02 1.206290000000000084e+00 1.039405092239648002e+04
1.700000000000000000e+02 1.205130000000000035e+00 1.038405092162429719e+04
1.800000000000000000e+02 1.203969999999999985e+00 1.037405092085095566e+04
1.900000000000000000e+02 1.202809999999999935e+00 1.036405092007754138e+04
2.000000000000000000e+02 1.201650000000000107e+00 1.035405091929974333e+04
2.100000000000000000e+02 1.200490000000000057e+00 1.043404267959307617e+04
2.200000000000000000e+02 1.199340000000000073e+00 1.033413712464481250e+04
2.300000000000000000e+02 1.198180000000000023e+00 1.032413712386436418e+04
2.400000000000000000e+02 1.197019999999999973e+00 1.040386876423353533e+04
2.500000000000000000e+02 1.195869999999999989e+00 1.030422332920044937e+04
2.600000000000000000e+02 1.194709999999999939e+00 1.038378180616252394e+04
2.700000000000000000e+02 1.193559999999999954e+00 1.037378180538804372e+04
2.800000000000000000e+02 1.192409999999999970e+00 1.036378180461391275e+04
2.900000000000000000e+02 1.191259999999999986e+00 1.035378180383681865e+04
3.000000000000000000e+02 1.190110000000000001e+00 1.034378180305867500e+04
3.100000000000000000e+02 1.188960000000000017e+00 1.033378180227929261e+04
3.200000000000000000e+02 1.187810000000000032e+00 1.032378180149862965e+04
